field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15
2394	1464	60	0	342	2	1	0	0	0	0	1	0	0	0	-1
2395	1465	444	0	366	0	0	0	0	0	0	1	1	0	0	-1
2396	1466	443	3970	341	0	0	0	1	0	0	0	1	0	0	-1
2397	1467	458	0	341	0	0	0	0	0	0	1	1	0	0	-1
2398	1468	289	0	341	0	0	0	0	0	0	1	1	0	0	-1
2399	1469	101	0	341	0	0	0	0	0	0	1	0	0	0	-1
2400	1469	74	0	341	2	0	0	0	0	0	1	0	0	0	-1
2401	1470	413	400	411	0	0	0	0	0	0	1	1	0	0	-1
2404	1472	0	0	341	0	0	0	0	0	0	1	2	0	0	0
2405	1473	464	0	367	0	0	0	0	0	0	1	0	0	0	-1
2406	1474	0	0	382	0	0	0	1	0	0	1	2	0	0	-1
2407	1475	16	0	342	0	0	0	3	0	1000	1	2	2	0	0
2411	1478	0	0	343	0	0	0	0	0	0	1	6	0	0	0
2412	1479	289	0	348	0	0	0	0	0	0	1	1	0	0	1
2413	1479	289	0	348	2	0	0	0	0	0	1	1	0	0	-1
2414	1480	289	0	348	0	0	0	0	0	0	1	1	0	0	0
2417	1481	289	0	348	0	0	0	0	0	0	1	1	0	0	0
2418	1482	107	0	341	0	0	0	2	0	300	0.6	2	1	0	-1
2419	1482	107	300	341	2	0	0	3	0	220	0.6	2	1	0	-1
2420	1483	148	0	367	0	0	0	1	0	0	1	0	0	0	0
2422	1485	64	0	409	0	0	0	0	0	1000	1	0	0	0	-1
2423	1485	185	0	409	2	0	0	0	0	1000	0.7	0	0	0	-1
2424	1485	65	0	409	2	1	0	0	0	1000	1	0	0	0	0
2426	1486	442	0	367	0	0	0	0	0	0	1	1	0	0	-1
2427	1487	460	0	366	0	0	0	0	0	0	1	0	0	0	-1
2428	1488	18	0	348	0	0	0	0	0	0	1	2	2	0	-1
2429	1489	108	0	341	0	0	0	0	0	0	0.5	0	0	0	0
2430	1490	224	0	341	0	0	0	0	0	0	1	1	0	0	-1
2431	1491	224	0	341	0	0	0	0	0	0	0.75	0	0	0	-1
2432	1492	0	1500	341	0	0	0	1	0	0	1	0	0	0	0
2433	1493	74	0	341	0	0	0	0	0	0	0.35	0	0	0	0
2434	1494	42	0	341	0	0	0	0	3	0	1.5	0	0	0	2
2435	1494	42	0	341	2	0	0	0	1	0	2.5	0	0	0	2
2437	1494	121	0	342	2	1	0	0	0	0	0.5	0	0	0	-1
2438	1495	42	0	342	0	0	0	0	0	0	0.6	0	0	0	0
2439	1495	67	0	348	0	0	0	0	0	0	1	0	0	0	1
2441	1496	98	0	341	0	0	0	0	0	0	1	0	0	0	-1
2442	1497	96	0	341	0	0	0	0	0	0	1	0	0	0	-1
2443	1497	97	0	341	2	0	0	1	0	0	1	0	0	0	-1
2444	1498	96	0	341	0	0	0	0	0	0	2	0	0	0	-1
2445	1498	97	0	341	2	0	0	1	0	0	1	0	0	0	-1
2446	1499	98	0	341	0	0	0	0	0	0	2	0	0	0	-1
2447	1500	202	0	341	0	0	0	0	1	0	1	0	0	0	-1
2448	1501	42	0	342	0	0	0	0	0	0	0.6	0	0	0	0
2449	1501	60	0	348	0	0	0	0	0	0	1	0	0	0	1
2451	1503	40	0	345	0	0	0	0	0	0	1	2	1	0	-1
2452	1503	105	0	348	0	0	0	0	0	0	1.5	0	1	0	-1
2453	1503	109	0	348	2	1	0	4	2	200	3	0	0	0	-1
2454	1504	40	0	345	0	0	0	2	0	1200	0.75	2	1	0	0
2455	1504	41	0	348	0	0	0	0	0	0	1	0	0	0	1
2456	1505	42	0	342	0	0	0	0	0	0	0.6	0	0	0	0
2458	1507	97	0	367	0	0	0	1	0	0	1	0	0	0	-1
2459	1508	32	0	341	0	0	0	4	0	250	0.2	1	0	0	-1
2461	1503	46	0	406	2	2	0	0	0	0	2	0	0	0	-1
2463	1509	107	0	341	0	0	0	4	0	1000	1	0	0	0	-1
2464	1508	32	250	341	2	0	0	4	1	250	0.2	1	0	0	0
2486	1513	193	0	367	0	0	0	0	0	0	0.6	2	0	0	0
2487	1514	65	0	367	0	0	0	0	0	0	1	0	0	0	-1
2488	1515	76	0	367	0	0	0	0	0	0	1	0	0	0	-1
2489	1516	41	0	342	0	0	0	0	0	0	0.3	0	0	0	0
2490	1517	41	0	342	0	0	0	0	0	0	0.4	0	0	0	0
2491	1482	107	520	341	2	1	0	3	0	1500	0	66	1	0	-1
2492	1518	126	0	341	0	0	0	0	0	0	0.8	0	0	0	1
2493	1518	650	0	342	2	0	0	0	0	0	1	0	0	0	-1
2494	1519	54	0	348	0	0	0	0	0	0	1	0	0	0	-1
2495	1519	54	0	348	2	0	0	4	1	850	-0.35	0	0	0	-1
2496	1520	181	0	342	0	0	0	4	0	2500	0.25	0	1	0	1
2497	1520	181	500	342	2	0	0	0	0	0	0.01	0	0	0	-1
2498	1521	60	0	348	0	0	0	0	0	0	1	0	0	0	-1
2499	1522	453	0	341	0	0	0	0	0	0	1	1	0	0	-1
2500	1523	81	0	341	0	0	0	0	0	0	1	0	0	0	-1
2501	1524	121	0	341	0	0	0	0	0	0	0.8	0	0	0	-1
2502	1525	121	0	719	0	0	0	0	0	0	1	0	0	0	-1
2503	1526	0	0	341	0	0	0	0	0	0	1	2	0	0	-1
2504	1527	0	0	341	0	0	0	0	0	0	1	2	4	0	-1
2505	1528	37	0	341	0	0	0	0	0	0	1	2	1	0	-1
2506	1528	39	0	341	2	0	0	0	0	0	1	64	0	0	-1
2507	1529	60	0	348	0	0	0	0	0	0	1	0	0	0	-1
2508	1529	60	0	348	2	0	1000	0	0	0	1	0	0	0	-1
2509	1530	60	0	411	0	0	0	0	0	0	1	0	0	0	-1
2510	1531	124	0	341	0	0	0	0	0	0	1	0	0	0	0
2511	1532	96	0	346	0	0	0	0	0	0	1	0	0	0	-1
2512	1532	97	0	346	2	0	0	1	0	0	1	0	0	0	-1
2513	1532	518	0	350	0	0	0	0	0	0	1	0	0	0	-1
2514	1532	520	0	350	2	2	0	1	0	0	1	0	0	0	-1
2515	1533	518	0	348	0	0	0	0	0	0	1	0	0	4096	-1
2516	1533	520	0	348	2	0	0	1	0	0	1	0	0	4096	-1
2517	1533	96	0	346	0	0	0	0	0	0	1	0	0	0	-1
2518	1533	97	0	346	2	2	0	1	0	0	1	0	0	0	-1
2519	1534	213	0	341	0	0	0	3	0	280	1	0	0	0	-1
2520	1534	213	280	342	2	0	0	0	0	0	0	0	0	0	-1
2521	1535	69	0	341	0	0	0	0	0	0	1	0	0	0	0
2523	1536	225	0	349	0	0	0	1	0	0	1	0	0	0	-1
2524	1536	193	0	345	0	0	0	0	0	0	1	0	0	0	-1
2525	1536	153	0	411	0	0	0	0	0	0	1	0	0	0	2
2526	1537	213	0	367	0	0	0	0	0	0	1	0	0	0	-1
2527	1538	69	0	344	0	0	0	0	0	0	1	2	0	0	-1
2528	1538	69	0	344	2	0	0	0	0	0	1	2	1	0	-1
2529	1538	69	0	344	2	1	0	0	0	0	1	2	0	0	-1
2530	1539	0	1950	341	0	0	0	0	0	0	0.8	2	3	0	-1
2535	1542	0	0	346	0	0	0	0	0	0	1	0	0	0	0
2536	1542	132	0	348	0	0	0	0	0	0	1	0	0	0	1
2537	1543	123	0	683	0	0	0	1	0	0	0.2	0	0	0	0
2538	1544	39	0	341	0	0	0	0	0	0	-1	0	0	0	-1
2539	1545	0	0	345	0	0	0	1	0	0	1	0	0	0	-1
2540	1545	124	0	350	0	0	0	1	0	0	1	0	0	0	-1
2541	1544	38	0	341	2	0	0	0	0	0	0.5	0	0	0	1
2542	1546	216	0	341	0	0	0	1	0	0	1	0	0	0	-1
2546	1549	193	0	341	0	0	0	1	0	0	1	0	0	0	-1
2550	1549	74	200	406	0	0	0	0	0	0	0.09999999	0	0	0	2
2551	1550	61	0	349	0	0	0	0	0	0	1	0	0	0	-1
2552	1550	61	0	349	2	0	1000	0	0	0	0.7	0	0	0	-1
2553	1550	61	0	349	2	1	1000	0	0	1000	0.7	0	0	0	0
2554	1549	74	800	406	2	1	0	1	0	0	0	0	0	0	-1
2555	1551	0	0	341	0	0	0	0	0	0	0	0	0	0	0
2556	1552	25	0	341	0	0	0	0	0	0	0	0	0	0	0
2557	1553	0	0	349	0	0	0	0	0	0	0.09999999	0	0	0	-1
2558	1553	38	0	345	0	0	0	0	0	0	0.09999999	0	0	0	1
2559	1554	58	0	341	0	0	0	0	0	0	1.5	0	0	0	-1
2560	1555	27	0	349	0	0	0	1	0	0	1	0	0	0	-1
2561	1555	27	0	347	0	0	0	1	0	0	1	0	0	0	-1
2562	1556	5	150	341	0	0	0	2	0	550	1	0	0	0	-1
2564	1557	118	0	342	0	0	0	3	0	3500	0.09999999	0	0	0	-1
2565	1558	118	350	342	0	0	0	0	0	0	1	0	0	0	-1
2566	1559	126	0	345	0	0	0	0	0	0	0.35	0	0	0	0
2567	1559	42	0	406	0	0	0	0	0	0	1.5	0	0	0	1
2568	1560	0	0	367	0	0	0	1	0	0	0.5	6	0	0	0
2569	1561	118	0	342	0	0	0	0	0	0	0.05	0	0	0	-1
2570	1562	118	300	342	0	0	0	0	0	0	1	0	0	0	-1
2571	1563	118	0	342	0	0	0	0	0	0	0.09999999	0	0	0	-1
2572	1564	95	0	341	0	0	0	0	0	0	1	0	0	0	-1
2573	1565	9	0	366	0	0	0	0	0	0	0.4	0	0	0	0
2574	1566	0	0	343	0	0	0	1	0	0	1	2	0	0	-1
2575	1567	14	0	367	0	0	0	0	0	0	0.5	0	0	0	0
2576	1568	108	0	341	0	0	0	1	0	0	1	0	0	0	0
2577	1569	40	0	366	0	0	0	0	0	0	1	1	0	0	0
2578	1570	107	0	341	0	0	0	0	0	0	0.75	0	0	0	-1
2584	1573	108	0	349	0	0	0	1	0	0	1	0	0	0	-1
2585	1573	27	0	347	0	0	0	1	0	0	1	0	0	0	-1
2586	1574	131	0	341	0	0	0	0	0	0	-2	0	0	0	-1
2587	1575	0	0	341	0	0	0	0	0	0	1	2	2	0	-1
2588	1576	149	0	685	0	0	0	1	0	0	1	0	0	0	-1
2589	1577	145	0	687	0	0	0	0	0	0	1	0	0	0	-1
2592	1578	81	0	348	0	0	0	0	0	0	-1	0	0	0	-1
2593	1579	40	0	361	0	0	0	0	0	0	0.5	0	0	0	0
2595	1581	520	0	348	0	0	0	1	0	0	1	0	0	0	0
2596	1582	48	0	348	0	0	0	1	0	0	1	0	0	0	0
2597	1583	123	0	348	0	0	0	1	0	0	1	0	0	0	0
2598	1584	0	0	689	0	0	0	0	0	0	1	0	0	0	-1
2599	1585	148	0	688	0	0	0	0	0	0	1	0	0	0	-1
2600	1586	128	210	406	0	0	0	0	0	0	0	0	0	0	0
2601	1587	146	0	341	0	0	0	0	0	0	2	0	0	0	-1
2602	1588	520	0	341	0	0	0	1	0	0	1	0	0	0	0
2603	1589	157	0	690	0	0	0	0	0	0	1	0	0	0	-1
2604	1590	147	0	685	0	0	0	1	0	0	1	0	0	0	-1
2605	1591	151	0	685	0	0	0	1	0	0	1	0	0	0	-1
2606	1592	146	0	688	0	0	0	0	0	0	1	0	0	0	-1
2607	1593	150	0	688	0	0	0	0	0	0	1	0	0	0	-1
2608	1594	152	0	688	0	0	0	0	0	0	1	0	0	0	-1
2609	1595	283	400	348	0	0	0	4	0	1140	0.5	1	0	0	-1
2610	1595	54	965	348	2	0	0	4	1	1140	-0.5	1	0	0	0
2612	1596	60	0	344	0	0	0	0	0	0	1	0	0	0	-1
2613	1596	60	0	344	2	0	0	0	0	0	1	0	0	0	-1
2614	1596	84	0	344	2	1	0	0	0	0	1	0	0	0	-1
2615	1597	40	0	345	0	0	0	2	0	1200	0.75	2	1	0	0
2616	1597	52	0	348	0	0	0	0	0	0	1	0	0	0	1
2617	1598	53	0	348	0	0	0	0	0	0	1	0	0	0	-1
2618	1599	37	0	367	0	0	0	0	0	0	1	1	0	0	-1
2619	1599	193	0	367	2	0	0	0	0	0	1	1	0	0	-1
2622	1600	193	0	367	0	0	0	4	0	1000	1	1	0	0	-1
2623	1600	39	0	367	2	0	0	0	0	0	1	1	0	0	-1
2624	1587	148	0	341	2	0	0	0	0	0	0.5	0	0	0	-1
2625	1587	146	0	341	2	1	0	0	0	0	0.75	0	0	0	-1
2626	1587	148	0	341	2	2	0	0	0	0	3	0	0	0	0
2627	1601	148	500	341	0	0	0	3	0	200	2	0	0	0	-1
2628	1601	148	900	341	2	0	0	3	0	200	-2	0	0	0	0
2629	1602	108	0	341	0	0	0	1	0	0	1	0	0	0	0
2630	1602	64	0	411	0	0	0	0	0	0	1	0	0	0	-1
2631	1603	0	0	342	0	0	0	0	0	0	-1	0	0	0	0
2644	1607	163	0	341	0	0	0	1	0	0	1	0	0	0	0
2645	1608	75	1000	372	0	0	0	0	0	0	0	0	0	0	0
2646	1608	63	0	350	0	0	0	0	0	0	0.3	0	0	0	1
2648	1610	25	0	343	0	0	0	0	0	0	0.3	0	0	0	0
2649	1611	181	0	341	0	0	0	4	0	1500	0.44	2	0	0	-1
2650	1612	181	660	341	0	0	0	0	0	0	1	2	0	0	-1
2651	1613	132	1270	341	0	0	0	1	0	0	0	0	0	0	0
2652	1614	131	0	341	0	0	0	1	0	0	1	0	0	0	0
2653	1614	132	0	342	2	0	0	0	0	0	1	0	0	0	1
2654	1615	75	0	367	0	0	0	0	0	0	1	0	0	0	-1
2655	1615	115	0	367	1	0	2750	0	0	0	1	0	0	0	1
2663	1618	120	0	412	0	0	0	1	0	0	1	0	0	0	-1
2664	1618	120	0	411	0	0	0	1	0	0	1	0	0	0	-1
2665	1618	120	0	413	0	0	0	1	0	0	1	0	0	0	-1
2666	1619	124	0	341	0	0	0	0	0	0	0.2	0	0	0	-1
2667	1619	125	0	341	2	0	0	0	0	0	1	0	0	0	1
2668	1620	55	0	348	0	0	0	0	0	0	1	0	0	0	-1
2669	1621	121	900	345	0	0	0	0	0	0	0	0	0	0	0
2670	1621	193	0	406	0	0	0	0	0	0	1	0	0	0	1
2671	1622	84	0	412	0	0	0	1	0	0	1	1	0	0	0
2672	1623	84	0	506	0	0	0	4	0	650	1	1	0	0	-1
2673	1623	84	650	506	2	0	0	4	1	300	-1	1	0	0	-1
2674	1623	84	350	506	2	1	0	4	2	300	1	1	0	0	1
2675	1624	104	0	341	0	0	0	1	0	0	1	0	0	0	-1
2678	1625	126	0	367	0	0	0	1	0	0	2	0	0	0	-1
2679	1626	213	0	341	0	0	0	0	0	0	1	0	0	0	0
2688	1629	89	0	403	0	0	0	0	0	0	1	0	0	0	-1
2689	1630	80	0	341	0	0	0	4	0	400	1	0	0	1	-1
2690	1631	195	0	413	0	0	0	4	0	450	1	0	0	0	1
2691	1631	195	450	403	0	0	0	4	0	0	0	0	0	0	-1
2692	1632	193	0	367	0	0	0	1	0	0	1	0	0	0	-1
2693	1633	115	0	346	0	0	0	0	0	0	0.8	0	2	0	0
2694	1633	73	500	404	0	0	0	0	0	0	0	0	0	0	1
2695	1634	460	0	342	0	0	0	0	0	0	1	0	0	0	-1
2696	1635	458	0	341	0	0	0	0	0	0	1	0	0	0	-1
2697	1635	353	0	341	2	0	0	1	0	0	1	1	0	0	-1
2698	1636	73	500	341	0	0	0	4	0	500	2.2	0	4	1	-1
2699	1637	140	0	345	0	0	0	0	0	0	1	0	0	0	-1
2700	1638	140	0	345	0	0	0	0	0	0	1	0	0	0	-1
2701	1638	26	0	350	0	0	0	0	0	0	1	0	0	0	-1
2702	1639	38	0	346	0	0	0	0	0	0	1	0	0	0	-1
2703	1639	57	0	348	0	0	0	0	0	0	1	0	0	0	-1
2704	1640	57	0	341	0	0	0	3	0	100	4	0	0	0	-1
2705	1640	57	400	341	2	0	0	0	0	0	1	0	0	0	-1
2707	1641	97	0	341	0	0	0	1	0	0	0.35	2	3	0	0
2708	1642	114	0	345	0	0	0	0	0	0	0.8	0	0	0	-1
2709	1642	76	0	406	2	0	0	4	1	2000	0.3	0	0	0	-1
2710	1642	115	0	345	2	0	0	0	0	0	0.5	0	0	0	-1
2711	1642	0	0	348	0	0	0	0	0	0	1	0	0	0	3
2712	1643	115	0	345	0	0	0	0	0	0	0.6	0	0	0	-1
2713	1643	116	0	345	2	0	0	0	0	0	0.8	0	0	0	-1
2714	1643	76	600	406	0	0	0	4	2	2000	0.3	0	0	0	-1
2718	1646	40	0	345	0	0	0	2	0	1200	0.75	2	1	0	0
2720	1647	157	0	369	0	0	0	0	0	0	1	0	0	0	-1
2724	1649	89	0	403	0	0	0	4	0	1100	0.5	0	0	0	-1
2725	1649	89	510	403	2	0	0	4	1	420	-0.5	0	0	0	-1
2726	1649	89	510	403	2	1	0	4	2	420	0.5	0	0	0	-1
2727	1649	89	510	403	2	2	0	4	3	420	-0.5	0	0	0	-1
2728	1649	89	510	403	2	3	0	4	4	420	0.5	0	0	0	-1
2729	1649	89	510	403	2	4	0	4	5	1000	-1	0	0	0	-1
2730	1650	17	0	342	0	0	0	0	0	0	1	2	1	0	1
2731	1650	0	0	341	2	0	0	0	2	0	1	2	0	0	2
2732	1650	84	0	342	2	1	0	0	0	0	1	0	0	0	3
2733	1650	0	0	341	2	2	0	0	2	0	1	2	0	0	4
2734	1650	74	0	342	2	3	0	0	0	0	1	0	0	0	5
2735	1650	0	0	341	2	4	0	0	0	0	1	2	0	0	5
2737	1651	121	0	341	0	0	0	0	0	500	1	0	0	0	-1
2738	1651	121	300	341	2	0	0	4	1	1000	0	0	0	0	-1
2739	1651	121	500	341	2	1	0	0	0	0	1	0	0	0	-1
2740	1652	6	0	664	0	0	0	1	0	0	1	22	0	0	0
2746	1654	61	900	384	0	0	0	1	0	0	0	0	0	0	-1
2752	1654	0	0	407	0	0	0	0	0	0	1	0	0	0	1
2753	1656	87	0	348	0	0	0	0	0	0	1	2	1	0	0
2754	1657	53	0	348	0	0	0	0	0	0	0.3	0	1	0	0
2755	1658	1	950	341	0	0	0	4	0	1100	1	16	0	0	-1
2757	1658	1	2050	341	2	0	0	4	1	3000000	0	16	0	0	1
2758	1659	0	0	369	0	0	0	1	0	0	1	2	0	0	-1
2759	1660	17	0	342	0	0	0	0	0	0	1	2	1	0	-1
2760	1661	0	0	345	0	0	0	1	0	0	1	0	0	0	-1
2761	1661	44	0	414	0	0	0	1	0	0	0.09999999	0	0	0	-1
2762	1662	4	0	368	0	0	0	1	0	0	1	2	0	0	-1
2763	1663	181	0	341	0	0	0	0	0	0	0.5	0	0	0	0
2764	1664	159	0	341	0	0	0	1	0	0	-0.5	0	0	0	0
2765	1665	5	0	341	0	0	0	0	0	0	2	0	0	0	0
2766	1666	474	0	341	0	0	0	1	0	0	1	0	0	0	0
2767	1667	94	0	342	0	0	0	4	0	2000	0.5	0	0	0	-1
2769	1668	94	2000	342	0	0	0	0	0	0	1	0	0	0	-1
2771	1669	1	0	341	0	0	0	1	0	0	1	0	0	0	0
2772	1670	126	0	341	0	0	0	1	0	0	0.5	1	0	0	-1
2773	1670	126	0	341	1	0	1000	1	0	0	0.6	1	0	0	-1
2774	1670	126	0	341	1	1	1000	1	0	0	0.7	1	0	0	-1
2775	1670	126	0	341	1	2	1000	1	0	0	0.8	1	0	0	-1
2776	1670	126	0	341	1	3	1000	1	0	0	0.9	1	0	0	-1
2777	1670	126	0	341	1	4	1000	1	0	0	1	1	0	0	-1
2778	1670	126	0	341	1	5	1000	1	0	0	1.1	1	0	0	-1
2779	1670	126	0	341	1	6	1000	1	0	0	1.2	1	0	0	-1
2780	1670	126	0	341	1	7	1000	1	0	0	1.3	1	0	0	-1
2781	1670	126	0	341	1	8	1000	1	0	0	1.4	1	0	0	-1
2782	1670	126	0	341	1	9	1000	1	0	0	1.5	1	0	0	-1
2783	1670	126	0	341	1	10	1000	1	0	0	1.6	1	0	0	-1
2787	1673	55	0	341	0	0	0	4	0	850	1	0	0	0	-1
2788	1673	55	850	341	2	0	0	4	1	900	0.5	0	0	0	-1
2789	1673	55	1300	341	2	1	0	4	2	900	-0.5	0	0	0	1
2790	1674	112	1200	367	0	0	0	0	0	0	0	0	0	0	0
2791	1675	55	850	341	0	0	0	4	0	900	0.5	0	0	0	-1
2792	1675	55	1300	341	2	0	0	4	1	900	-0.5	0	0	0	0
2794	1676	14	0	664	0	0	0	0	0	0	1	1	0	0	0
2796	1677	213	0	341	0	0	0	2	0	3200	1	0	0	0	-1
2797	1677	214	0	341	2	0	0	0	0	0	1	0	0	0	1
2798	1678	218	0	341	0	0	0	0	0	0	1	0	0	0	-1
2799	1678	149	0	341	2	0	0	0	0	0	1	0	0	0	1
2800	1679	94	0	341	0	0	0	0	0	0	0.5	1	0	0	-1
2801	1680	217	0	341	0	0	0	0	0	0	1	0	0	0	-1
2802	1680	149	0	341	2	0	0	0	0	0	1	0	0	0	1
2803	1681	215	0	341	0	0	0	2	0	3200	1	0	0	0	-1
2804	1681	216	0	341	2	0	0	0	0	0	1	0	0	0	1
2805	1682	181	500	341	0	0	0	4	0	2000	0.25	0	0	0	0
2807	1683	0	3000	341	0	0	0	4	0	2000	0.01	0	0	0	0
2808	1684	157	0	341	0	0	0	0	0	10000	1	16	0	0	-1
2810	1685	16	0	341	0	0	0	0	0	0	0.5	2	0	0	-1
2811	1686	1	0	341	0	0	0	3	0	4000	0.5	2	0	0	-1
2812	1686	1	2000	341	2	0	0	3	0	4000	-0.5	2	0	0	-1
2813	1686	74	0	348	2	1	0	0	0	0	0.75	0	0	0	-1
2814	1686	17	0	348	2	2	0	0	0	0	0.75	18	0	0	-1
2816	1686	87	0	348	2	3	0	3	0	1500	1	18	0	0	-1
2817	1686	17	0	348	2	4	0	0	0	0	1	18	0	0	-1
2818	1686	87	0	348	2	5	0	3	0	1500	1	18	0	0	-1
2819	1686	17	0	348	2	6	0	0	0	0	0.6	18	0	0	-1
2820	1686	87	0	348	2	7	0	3	0	1900	0.8	18	0	0	-1
2821	1687	115	0	345	0	0	0	0	0	0	1	0	0	0	0
2822	1687	16	0	348	0	0	0	0	0	0	1	0	0	0	1
2823	1688	0	0	367	0	0	0	0	0	0	2	0	0	0	-1
2824	1689	55	600	414	0	0	0	4	0	800	0.5	0	0	0	-1
2825	1689	55	1000	414	2	0	0	4	1	800	-0.5	0	0	0	0
2826	1689	55	600	404	0	0	0	4	2	800	1	0	0	0	-1
2827	1689	55	1000	404	2	2	0	4	3	800	-0.5	0	0	0	2
2828	1689	124	0	342	0	0	0	0	0	0	0.75	0	0	0	4
2829	1686	74	0	348	2	8	0	0	0	0	0.3	0	0	0	-1
2830	1686	4	0	345	0	0	8000	0	0	0	0.4	0	0	0	10
2831	1690	74	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
2832	1691	41	0	342	0	0	0	0	0	0	1.5	0	0	0	0
2833	1691	10	0	348	0	0	0	0	0	0	0.75	0	0	0	1
2834	1692	1	0	341	0	0	0	2	0	3500	-1	0	0	0	-1
2835	1693	226	550	341	0	0	0	2	0	750	1	16	0	0	-1
2836	1694	0	0	348	0	0	0	0	0	0	1.5	2	1	0	-1
2837	1695	126	0	367	0	0	0	2	0	1000	0.5	0	0	0	1
2838	1695	126	0	367	2	0	0	3	0	1000	0.75	0	0	0	2
2839	1695	126	0	367	2	1	0	3	0	1000	1	0	0	0	-1
2840	1695	126	0	367	2	2	0	3	0	1000	1.25	0	0	0	-1
2841	1695	126	0	367	2	3	0	3	0	1000	1.75	0	0	0	-1
2842	1695	126	0	367	2	4	0	3	0	1000	2	0	0	0	-1
2843	1696	158	0	341	0	0	0	1	0	0	1	0	0	0	-1
2844	1697	105	0	342	0	0	0	1	0	0	1	0	0	0	0
2845	1697	108	0	345	0	0	0	1	0	0	1	0	0	0	1
2846	1697	0	0	413	0	0	0	1	0	0	1	2	0	0	2
2847	1698	213	3200	341	0	0	0	0	0	0	-1	0	0	0	-1
2848	1699	215	3200	341	0	0	0	0	0	0	-1	0	0	0	-1
2849	1700	97	0	344	0	0	0	1	0	0	1	1	0	0	-1
2854	1703	224	0	367	0	0	0	0	0	0	0.7	1	0	0	-1
2855	1704	201	0	367	0	0	0	2	0	2470	1	1	0	0	1
2856	1704	202	0	367	2	0	0	0	0	0	1	1	0	0	1
2857	1705	213	0	367	0	0	0	0	0	0	0.7	1	0	0	0
2858	1706	5	0	345	0	0	0	0	0	0	1	0	0	0	-1
2859	1706	51	0	348	0	0	0	0	0	0	1	0	0	0	-1
2860	1707	126	0	341	0	0	0	3	0	15000	0.5	0	0	0	-1
2861	1708	146	1000	367	0	0	0	0	0	0	0	1	0	0	0
2862	1709	80	0	341	0	0	0	0	0	0	1	0	0	0	0
2865	1710	126	0	341	0	0	0	0	5	0	1	0	0	0	-1
2866	1711	16	0	367	0	0	0	0	0	0	1	3	0	0	-1
2867	1712	85	600	341	0	0	0	4	0	1000	0	16	0	0	-1
2868	1712	85	600	341	2	0	0	0	0	0	-0.5	0	0	0	-1
2869	1713	18	0	341	0	0	0	0	0	0	1	2	0	0	-1
2870	1714	39	0	341	0	0	0	0	0	0	-1	0	0	0	-1
2871	1715	40	0	345	0	0	0	0	0	0	1	0	0	0	-1
2872	1715	18	0	348	0	0	0	4	1	500	1	2	1	0	-1
2873	1715	18	500	348	2	1	750	1	0	0	1	82	1	0	-1
2874	1715	18	500	348	2	1	0	4	3	750	0	2	1	0	-1
2875	1716	16	0	342	0	0	0	0	0	0	1	3	1	0	-1
2876	1717	21	0	341	0	0	0	2	0	100	2	0	0	0	-1
2877	1718	55	0	370	0	0	0	0	0	0	1	0	0	0	-1
2878	1719	214	0	341	0	0	0	0	0	0	1	0	0	0	-1
2879	1719	215	0	341	2	0	0	0	0	0	1	16	0	0	-1
2880	1720	148	0	341	0	0	0	0	0	0	1	0	0	0	-1
2881	1720	149	0	341	2	0	0	0	0	0	1	16	0	0	-1
2882	1721	411	0	411	0	0	0	0	0	0	1	1	0	0	-1
2883	1722	16	0	345	0	0	0	0	0	0	1	2	1	0	-1
2884	1723	39	500	367	0	0	0	0	0	0	-1	0	0	0	-1
2885	1723	121	0	367	2	0	0	0	0	0	1	0	0	0	-1
2886	1724	118	0	341	0	0	0	0	0	0	1	0	0	0	-1
2887	1725	10	0	341	0	0	0	0	0	0	1	0	0	0	-1
2888	1726	39	1500	341	0	0	0	2	0	1000	-1	16	0	0	-1
2900	1730	158	0	367	0	0	0	0	0	0	1	1	0	0	0
2901	1731	0	0	382	0	0	0	0	0	0	0.7	0	0	0	0
2902	1732	0	0	342	0	0	0	0	0	0	0.8	0	0	0	0
2903	1733	0	0	342	0	0	0	0	0	0	0.9	0	0	0	0
2904	1734	16	0	341	0	0	0	1	0	0	1	2	1	0	0
2905	1735	16	0	341	0	0	0	0	0	0	1	2	1	0	0
2906	1736	0	0	341	0	0	0	1	0	0	1	2	0	0	-1
2907	1737	213	1000	513	0	0	0	0	0	0	0	1	0	0	0
2908	1738	57	1000	341	0	0	0	0	0	0	-1	0	0	0	-1
2909	1739	57	1000	341	0	0	0	0	0	250	0	0	0	0	-1
2910	1739	57	1000	341	0	0	250	0	0	0	-1	0	0	0	-1
2911	1740	654	0	348	0	0	0	1	0	0	2	0	0	0	-1
2913	1741	16	0	341	0	0	0	0	0	0	1	2	1	0	-1
2914	1741	17	0	341	2	0	0	0	0	0	1	2	1	0	-1
2915	1741	16	0	341	2	1	0	0	0	0	1	2	1	0	-1
2916	1741	85	0	341	2	2	0	0	0	0	1	2	0	0	-1
2917	1741	16	0	341	2	3	0	0	0	0	1	2	1	0	-1
2918	1741	18	0	341	2	4	0	0	0	0	1	2	1	0	-1
2919	1741	16	0	341	2	5	0	0	2	0	1	2	0	0	-1
2920	1741	18	0	341	2	6	0	0	0	0	1	2	0	0	-1
2921	1741	16	0	341	2	7	0	0	0	0	1	2	1	0	-1
2922	1741	19	0	341	2	8	0	0	0	0	1	2	2	0	-1
