field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24
2106	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	0	0	0	9638	9665	0	0	0	0	0
2111	0	0	0	0	7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9692	9718	0	0
2118	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	2855	0	0	0	0	0	0	0	0
2149	9224	0	6755	0	9744	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2163	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	9758	9783	0	0	0	0	0
2164	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	9825	0	0	0	0	0	0	0
2166	0	0	0	0	2249	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9850	9874	0	0
2176	0	0	0	0	2125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9898	9924	0	0	0
2178	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9950	0	0	0	0	0	0	0	0
2181	6905	0	9977	0	6951	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2183	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	9998	10022	0	0	0	0	0
2185	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10046	10070	0	0	0
2186	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	10094	0	0	0	0	0	0	0
2191	0	0	0	0	648	0	0	0	0	0	0	7	0	0	10119	0	0	10145	10170	0	0	0	0	0
2193	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	10195	0	0	0	0	0	0	0
2201	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10219	10241	0	0	0
2202	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	10263	0	0	0	0	0	0	0
2204	0	0	0	0	2249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10286	10308	0	0
2208	10330	0	7168	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2210	6708	0	10355	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2212	0	0	0	0	5924	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2213	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	10380	0	0	0	0	0	0	0
2219	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	2661	0	0	0	0	0	0	0	0
2222	0	0	0	0	2506	0	0	0	0	0	0	10	0	0	0	0	0	2522	2541	0	0	0	0	0
2230	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	10405	0	0	0	0	0	0	0	0
2247	0	0	0	0	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2249	0	0	0	0	2825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2250	0	0	0	0	5117	0	0	0	0	0	0	7	0	0	0	0	0	10425	10452	0	0	0	0	0
2257	0	0	0	0	2506	0	0	0	0	0	0	11	0	0	0	0	0	2920	2939	0	0	0	0	0
2265	0	0	0	0	2506	0	0	0	0	0	0	10	0	0	5805	0	0	2699	2718	0	0	0	0	0
2299	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10479	10503	0	0	0
2300	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	0	10527	0	0	0	0	0	0	0
2304	0	0	0	0	648	0	0	0	0	0	0	7	0	0	10552	0	0	10579	10605	0	0	0	0	0
2307	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	10631	10657	0	0	0	0	0	0	0
2308	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10683	10708	0	0	0
2311	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10733	10755	0	0	0
2317	0	0	0	0	648	0	0	0	0	0	0	7	0	0	10777	10802	0	10827	10851	0	0	0	0	0
2318	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10875	10898	0	0	0
2324	10921	0	10943	0	10964	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2329	6965	0	10978	0	9744	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2333	6905	0	11006	0	6951	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2342	0	0	0	0	9575	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2464	2485	0	0
2345	0	0	0	0	11028	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2348	0	0	0	0	11042	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2351	0	0	0	0	11056	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2354	0	0	0	0	5686	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2355	0	0	0	0	9575	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	11070	11091	0	0
2357	0	0	0	0	11112	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2358	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	11126	11148	0	0	0	0	0	0	0
2359	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	9950	11170	0	0	0	0	0	0	0
2360	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	11197	11225	0	0	0	0	0	0	0
2361	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	8584	11252	0	0	0	0	0	0	0
2362	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	7378	11280	0	0	0	0	0	0	0
2363	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	0	0	0	11307	11333	0	0	0	0	0
2364	0	0	0	0	433	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11359	0	0	0	0
2365	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11384	11409	0	0	0
2366	0	0	0	0	11434	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	11447	11472	0	0
2367	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11497	0	0	0	0	0	0	0	0
2368	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	11497	11523	0	0	0	0	0	0	0
2370	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	0	0	0	3467	3495	0	0	0	0	0
2373	0	0	0	0	11434	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	11549	11576	0	0
2375	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	11603	11631	0	0	0	0	0	0	0
2376	0	0	0	0	7287	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2380	6333	0	6423	0	6389	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2382	11659	0	11683	0	3672	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2397	1572	0	11708	0	11732	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2409	4090	0	4184	0	11745	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
2410	4090	0	4184	0	11765	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
2412	4090	0	4116	0	11785	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
2413	4090	0	4116	0	11805	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
2414	0	11825	0	11844	11860	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
2418	0	11878	0	11898	11905	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
2428	11924	0	11948	0	11973	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2434	11984	0	12007	0	12030	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2440	12043	0	12067	0	3040	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2456	6810	0	12093	0	12116	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2457	4307	0	12130	0	5097	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2460	0	0	0	0	12154	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2466	12171	0	12199	0	3040	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2469	8264	0	12229	0	1618	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2470	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	9148	9171	0	0	0	0	0
2471	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	12256	12279	0	0	0	0	0
2472	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	12302	12327	0	0	0	0	0
2473	0	0	0	0	3684	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2474	0	0	0	0	12352	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2475	0	0	0	0	4368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2480	0	0	0	0	12369	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
2481	0	0	0	0	8920	0	1	0	0	0	0	7	0	0	0	12386	12413	0	0	0	0	0	0	0
2489	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	12440	12465	0	0	0	0	0	0	0
2490	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	12490	12515	0	0	0	0	0
2496	0	0	0	0	7992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12540	12563	0	0
2499	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	10579	10605	0	0	0	0	0
2503	0	0	0	0	648	0	0	0	0	0	0	0	0	0	9124	12586	0	9148	9171	0	0	0	0	0
2504	4307	0	12130	0	4824	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2509	12610	0	12633	0	12656	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2515	0	0	0	0	4984	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2516	0	0	0	0	12669	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
2533	0	0	0	0	4844	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2539	0	0	0	0	12693	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2551	0	0	0	0	12709	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2552	10330	0	12726	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2553	7194	0	12726	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2557	6965	0	6991	0	12753	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2561	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2617	0	0	0	0	0	0	0	0
2563	0	0	0	0	3245	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2564	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	0	0	0	12767	12789	0	0	0	0	0
2571	0	0	0	0	2235	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
2577	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	12811	12835	0	0	0	0	0
2578	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	12859	12883	0	0	0	0	0	0	0
2584	0	0	0	0	12907	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2585	0	0	0	0	12928	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2586	0	0	0	0	12944	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2588	0	0	0	0	6402	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2591	0	0	0	0	12964	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2592	0	0	0	0	12985	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2593	0	0	0	0	13005	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
2594	9321	0	13021	0	6559	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2596	0	0	0	0	12369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2599	0	0	0	0	13045	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2609	0	0	0	0	9808	0	1	0	0	0	0	7	0	0	0	13062	13087	0	0	0	0	0	0	0
2610	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13112	9850	0	0	0
2616	0	0	0	0	2811	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
2617	3858	0	13136	0	13157	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2618	0	0	0	0	13171	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
2621	0	0	0	0	13189	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2622	0	0	0	0	13211	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2627	0	0	0	0	13228	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2628	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13249	13274	0	0	0
2629	0	0	0	0	7751	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13299	13322	0	0	0
2637	0	0	0	0	13345	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2638	0	0	0	0	12369	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2641	0	0	0	0	13363	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2644	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	7350	0	0	7405	7432	0	0	0	0	0
2645	0	0	0	0	5117	0	0	0	0	0	0	7	0	0	13380	0	0	13406	13431	0	0	0	0	0
2656	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13456	13478	0	0	0
2663	0	0	0	0	648	0	0	0	0	0	0	7	0	0	13500	0	0	12811	12835	0	0	0	0	0
2667	0	0	0	0	13525	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2669	7917	0	13549	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2684	5203	0	6776	0	5246	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2686	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	6597	6619	0	0	0	0	0	0	0
2698	13576	0	13602	0	13629	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2699	13654	0	13679	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2701	13706	0	13730	0	1561	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2704	13654	0	13756	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2705	13576	0	13783	0	13629	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2706	13808	0	13834	0	13629	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2707	13862	0	13887	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2708	13914	0	13939	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2710	13576	0	13964	0	13629	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2711	13992	0	14017	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2717	13914	0	14043	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2733	13914	0	14069	0	7155	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2738	13654	0	14096	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2743	14122	0	14147	0	14172	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2757	0	0	0	0	4236	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
2760	0	0	0	0	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765	13914	0	14069	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2767	14197	0	14223	0	1561	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2775	12043	0	14251	0	6211	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2776	14274	0	14298	0	6211	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2780	14323	0	14347	0	1791	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2781	14373	0	14398	0	1791	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2786	14424	0	14449	0	14475	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0
2787	14424	0	14493	0	14475	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0
2788	0	0	0	0	14520	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
2793	0	0	0	0	5669	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
2807	14539	0	14563	0	11973	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2809	14587	0	14612	0	14638	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2820	0	0	0	0	14663	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2829	0	0	0	0	2506	0	0	0	0	0	0	10	0	0	7041	14687	0	2522	2541	0	0	0	0	0
2839	12043	0	14251	0	14707	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2840	14721	0	14745	0	14768	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2849	0	0	0	0	433	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14781	0	0	0	0
2853	0	0	0	0	14802	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2854	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
2861	7868	0	14830	0	3672	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2868	0	0	0	0	7155	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2873	0	0	0	0	334	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2874	0	0	0	0	14856	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2880	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	14882	0	0	0	0	0	0	0	0
2881	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	0	11603	0	0	0	0	0	0	0	0
2885	0	0	0	0	13345	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2897	0	0	0	0	1905	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14903	14925	0	0	0
2904	0	0	0	0	3684	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2916	7194	0	14947	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2922	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	14973	14995	0	0	0
2925	0	0	0	0	4824	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2928	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	15017	15039	0	0
2934	15061	0	15082	0	12116	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2936	3858	0	13136	0	15099	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
2943	15113	0	15136	0	1618	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2945	0	0	0	0	15160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2947	0	0	0	0	4984	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2951	0	0	0	0	1631	0	1	0	0	0	0	11	0	0	0	15183	15207	0	0	0	0	0	0	0
2952	0	0	0	0	15231	0	1	0	0	0	0	7	0	0	0	15248	15271	0	0	0	0	0	0	0
2953	3347	3371	15294	15294	3331	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2964	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	15318	15342	0	0	0	0	0
2967	0	0	0	0	2506	0	0	0	0	0	0	10	0	0	0	0	0	15366	15388	0	0	0	0	0
2968	0	0	0	0	15410	0	0	0	0	0	0	11	0	0	0	0	0	15428	15453	0	0	0	0	0
2969	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	15478	15502	0	0	0
2970	0	0	0	0	433	0	0	0	0	0	0	11	0	0	0	0	0	0	0	15526	0	0	0	0
2971	0	0	0	0	21	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	15550	15574	0	0
2973	0	0	0	0	1631	0	0	0	0	0	0	11	0	0	0	15598	15623	0	0	0	0	0	0	0
2976	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	15648	15670	0	0	0
2977	0	0	0	0	21	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	15692	15714	0	0
2980	0	0	0	0	3070	0	0	0	0	0	0	6	0	0	0	15736	0	0	0	0	0	0	0	0
2981	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	15761	15783	0	0	0	0	0	0	0
2982	0	0	0	0	2506	0	0	0	0	0	0	11	0	0	15805	15831	0	15857	15882	0	0	0	0	0
2984	0	0	0	0	21	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	15908	15933	0	0
2985	0	0	0	0	433	0	0	0	0	0	0	11	0	0	0	0	0	0	0	15958	0	0	0	0
2986	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	15982	16006	0	0
2987	0	0	0	0	3070	0	0	0	0	0	0	6	0	0	0	16030	0	0	0	0	0	0	0	0
2988	0	0	0	0	1631	0	1	0	0	0	0	11	0	0	0	16030	16055	0	0	0	0	0	0	0
2989	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	16080	16104	0	0	0
2990	0	0	0	0	9575	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	16128	16154	0	0
2993	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	16180	16204	0	0
3004	0	0	0	0	2369	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
3006	13914	0	14043	0	7967	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
3007	16228	0	16253	0	1631	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
3018	0	0	0	0	16279	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3019	0	0	0	0	16293	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3020	0	0	0	0	16307	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3021	0	0	0	0	16307	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3022	0	0	0	0	16307	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3023	0	0	0	0	16321	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3024	0	0	0	0	16335	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3026	0	0	0	0	16349	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
3027	0	0	0	0	16373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3029	0	0	0	0	16387	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3030	0	0	0	0	16401	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3031	0	0	0	0	16279	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3032	0	0	0	0	16373	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3033	0	0	0	0	16415	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3034	0	0	0	0	16373	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3035	0	0	0	0	16279	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3036	0	0	0	0	9575	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	11447	11472	0	0
3040	0	0	0	0	1846	0	0	0	0	0	0	7	0	0	16429	0	0	9523	9549	0	0	0	0	0
3048	0	0	0	0	16456	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
3049	0	0	0	0	648	0	0	0	0	0	0	7	0	0	0	0	0	16470	16494	0	0	0	0	0
3050	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13299	13322	0	0	0
3051	0	0	0	0	2249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16518	16544	0	0
3052	0	0	0	0	2600	0	0	0	0	0	0	7	0	0	0	0	16570	0	0	0	0	0	0	0
3056	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	0	7378	11280	0	0	0	0	0	0	0
3057	0	0	0	0	2506	0	0	0	0	0	0	10	0	0	16594	0	0	16619	16643	0	0	0	0	0
3058	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	16667	16690	0	0	0
3062	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10479	10503	0	0	0
3064	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	16713	16740	0	0	0	0	0
3065	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	16767	16793	0	0	0
3066	0	0	0	0	2249	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	16819	16845	0	0
3069	0	0	0	0	1905	0	0	0	0	0	0	11	0	0	0	0	0	0	0	16871	16895	0	0	0
3070	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	16919	16943	0	0
3078	0	0	0	0	533	0	0	0	0	0	0	7	0	0	0	0	0	0	0	16967	16991	0	0	0
3080	0	0	0	0	8613	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	17015	17039	0	0
3082	0	0	0	0	2506	0	0	0	0	0	0	11	0	0	17063	0	0	17088	17112	0	0	0	0	0
3083	0	0	0	0	1905	0	0	0	0	0	0	10	0	0	0	0	0	0	0	17136	17159	0	0	0
3084	0	0	0	0	21	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	17182	17205	0	0
3085	0	0	0	0	2600	0	1	0	0	0	0	11	0	0	0	17228	17252	0	0	0	0	0	0	0
3086	3753	0	3775	0	3896	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
3087	4384	0	17276	0	4428	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
3092	17300	0	17326	0	17352	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
3093	0	0	0	0	16307	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
