field0	field1	field2	field3
74114	-10471	1763	22572
74115	-10474	1808	22572
74116	-10488	1839	22572
74117	-10585	1750	22572
74118	-10651	1684	22572
74119	-10683	1651	22572
74120	-11407	1966	22573
74121	-11358	1812	22574
74122	-11407	1966	22575
74123	1761	-723	22576
74124	-9930	500	22577
74125	-9460	32	22578
74126	-10509	1045	22579
74127	-7115	-3730	22580
74128	-9881	323	22581
74129	-9518	-486	22582
74130	-9449	-486	22582
74131	-9383	-453	22582
74132	-9382	-349	22582
74133	-9467	-226	22582
74134	-9473	-220	22582
74135	-9487	-207	22582
74136	-9506	-205	22582
74137	-9547	-250	22582
74138	-9550	-385	22582
74139	-9549	-449	22582
74140	-9460	32	22583
74141	-7139	-3683	22584
74142	-10014	38	22585
74143	-9374	-3083	22586
74144	-9362	-3083	22586
74145	-9356	-3081	22586
74146	-9357	-3028	22586
74147	-9358	-3000	22586
74148	-9399	-3007	22586
74149	-9438	-3027	22586
74150	-9440	-3073	22586
74151	-9284	-2298	22587
74152	-8888	680	22588
74153	-9974	1081	22589
74154	-9867	1233	22589
74155	-9899	1267	22589
74156	-9932	1266	22589
74157	-9981	1219	22589
74158	-9997	1150	22589
74159	-9993	1112	22589
74160	-9982	1094	22589
74161	-9823	956	22590
74162	-9795	978	22590
74163	-9823	1005	22590
74164	-9888	1034	22590
74165	-9894	1017	22590
74166	-9883	1005	22590
74167	-10193	1016	22591
74168	-10118	1116	22591
74169	-10120	1150	22591
74170	-10152	1181	22591
74171	-10184	1150	22591
74172	-10217	1117	22591
74173	-10239	1072	22591
74174	-10243	1019	22591
74175	-10827	714	22592
74176	-10807	738	22592
74177	-10755	822	22592
74178	-10784	850	22592
74179	-10819	880	22592
74180	-10851	850	22592
74181	-10850	784	22592
74182	-10847	725	22592
74183	-10205	1272	22593
74184	-10168	1282	22593
74185	-10154	1313	22593
74186	-10183	1449	22593
74187	-10234	1511	22593
74188	-10285	1451	22593
74189	-10617	1582	22594
74190	-10517	1682	22594
74191	-10471	1763	22594
74192	-10474	1808	22594
74193	-10488	1839	22594
74194	-10585	1750	22594
74195	-10651	1684	22594
74196	-10683	1651	22594
74197	-11273	1455	22595
74198	-9457	88	22596
74199	-9259	-2243	22597
74200	-8954	521	22598
74201	-9219	-2222	22599
74202	-9634	-2381	22600
74203	-9616	-2354	22600
74204	-9633	-2320	22600
74205	-9666	-2258	22600
74206	-9678	-2260	22600
74207	-9648	-2366	22600
74208	-9534	-2361	22601
74209	-9493	-2346	22601
74210	-9550	-2305	22601
74211	-9571	-2328	22601
74212	-9259	-2243	22602
74213	-9468	-1306	22603
74214	-9123	-2089	22604
74215	-9084	-2086	22604
74216	-9056	-2008	22604
74217	-9153	-2020	22604
74218	-9082	-2433	22605
74219	-9036	-2422	22605
74220	-9032	-2413	22605
74221	-9038	-2395	22605
74222	-9071	-2377	22605
74223	-9099	-2384	22605
74224	-9123	-2089	22606
74225	-9084	-2086	22606
74226	-9052	-2010	22606
74227	-9153	-2020	22606
74228	-8980	-2338	22607
74229	-8948	-2333	22607
74230	-8902	-2299	22607
74231	-8888	-2265	22607
74232	-8885	-2171	22607
74233	-8907	-2127	22607
74234	-9001	-2165	22607
74235	-9031	-2191	22607
74236	-9027	-2219	22607
74237	-9082	-2433	22608
74238	-9036	-2422	22608
74239	-9035	-2407	22608
74240	-9038	-2395	22608
74241	-9040	-2392	22608
74242	-9071	-2377	22608
74243	-9099	-2384	22608
74244	-9259	-2243	22609
74245	-9366	-2472	22610
74246	-9279	-2269	22611
74247	-8893	-2172	22612
74248	-9259	-2243	22613
74249	-9350	-2845	22614
74250	-9333	-2836	22614
74251	-9323	-2828	22614
74252	-9312	-2811	22614
74253	-9311	-2792	22614
74254	-9339	-2745	22614
74255	-9373	-2763	22614
74261	-9548	-2712	22616
74262	-9530	-2638	22616
74263	-9539	-2583	22616
74264	-9570	-2588	22616
74265	-9600	-2599	22616
74266	-9620	-2620	22616
74267	-9617	-2655	22616
74268	-9467	-2894	22617
74269	-9436	-2841	22617
74270	-9446	-2785	22617
74271	-9470	-2780	22617
74272	-9489	-2793	22617
74273	-9484	-2873	22617
74274	-9284	-2516	22618
74275	-9251	-2481	22618
74276	-9222	-2448	22618
74277	-9227	-2443	22618
74278	-9252	-2419	22618
74279	-9281	-2421	22618
74280	-9309	-2426	22618
74281	-9317	-2485	22618
74282	-9261	-2173	22619
74283	-8731	-2350	22620
74284	-8686	-2346	22620
74285	-8672	-2317	22620
74286	-8657	-2254	22620
74287	-8694	-2148	22620
74288	-8789	-2135	22620
74289	-8813	-2162	22620
74290	-8829	-2188	22620
74291	-9413	-2255	22621
74292	-9611	-1904	22622
74293	-9246	-2045	22623
74294	-9224	-2155	22624
74295	-10509	1045	22625
74296	-10332	108	22626
74297	-10207	150	22626
74298	-10194	284	22626
74299	-10208	287	22626
74300	-10234	290	22626
74301	-10386	256	22626
74302	-10408	243	22626
74303	-10419	212	22626
74304	-10423	188	22626
74305	-10421	142	22626
74306	-10306	339	22627
74307	-10307	379	22627
74308	-10341	407	22627
74309	-10345	369	22627
74310	-10332	349	22627
74311	-10283	74	22628
74312	-11091	-69	22629
74313	-10283	74	22630
74314	-8815	362	22631
74315	-10514	2110	22632
74316	-8954	521	22633
74317	-10515	1599	22634
74318	-9797	1595	22635
74319	-9794	2108	22636
74320	-10509	1045	22637
74321	-11025	1460	22638
74322	-10509	1045	22639
74323	-10509	1045	22640
74324	-9219	-2222	22641
74325	-10552	-1109	22642
74326	-9219	-2222	22643
74327	-9806	-932	22644
74328	-9475	-1249	22645
74329	-10532	-1213	22646
74330	-10786	-1381	22647
74331	-9350	-2845	22648
74332	-9333	-2836	22648
74333	-9323	-2828	22648
74334	-9312	-2811	22648
74335	-9311	-2792	22648
74336	-9339	-2745	22648
74337	-9373	-2763	22648
74343	-9548	-2712	22650
74344	-9530	-2638	22650
74345	-9539	-2583	22650
74346	-9570	-2588	22650
74347	-9600	-2599	22650
74348	-9620	-2620	22650
74349	-9617	-2655	22650
74350	-9467	-2894	22651
74351	-9436	-2841	22651
74352	-9446	-2785	22651
74353	-9470	-2780	22651
74354	-9489	-2793	22651
74355	-9484	-2873	22651
74356	-9284	-2516	22652
74357	-9251	-2481	22652
74358	-9222	-2448	22652
74359	-9227	-2443	22652
74360	-9252	-2419	22652
74361	-9281	-2421	22652
74362	-9309	-2426	22652
74363	-9317	-2485	22652
74364	-9261	-2173	22653
74365	-10164	1324	22654
74366	-10168	1404	22654
74367	-10255	1507	22654
74368	-10292	1406	22654
74369	-10281	1388	22654
74370	-10274	1380	22654
74371	-9750	1201	22655
74372	-9817	1291	22655
74373	-9881	1319	22655
74374	-9867	1286	22655
74375	-9834	1260	22655
74376	-9755	1203	22655
74379	-9595	1424	22658
74380	-9579	1449	22658
74381	-9584	1485	22658
74382	-9591	1511	22658
74383	-9593	1518	22658
74384	-9663	1546	22658
74385	-9680	1545	22658
74386	-9688	1530	22658
74387	-9688	1522	22658
74388	-9609	1433	22658
74389	-9609	1045	22659
74390	-9570	1067	22659
74391	-9616	1199	22659
74392	-9643	1184	22659
74393	-9655	1175	22659
74394	-9666	1136	22659
74395	-9628	1052	22659
74396	-10029	1885	22660
74397	-9994	1889	22660
74398	-9989	1957	22660
74399	-10015	1996	22660
74400	-10028	2012	22660
74401	-10054	2029	22660
74402	-10184	2048	22660
74403	-10231	2013	22660
74404	-10237	1999	22660
74405	-10526	2084	22661
74406	-10485	2112	22661
74407	-10531	2158	22661
74408	-10560	2138	22661
74409	-10568	2110	22661
74410	-9884	1768	22662
74411	-9893	1792	22662
74412	-9909	1805	22662
74413	-9929	1804	22662
74414	-9918	1775	22662
74415	-10315	2050	22663
74416	-10284	2085	22663
74417	-10349	2085	22663
74418	-11366	1780	22664
74419	-11337	1834	22664
74420	-11411	1806	22664
74421	-11393	1790	22664
74422	-11038	2020	22665
74423	-11017	2030	22665
74424	-11003	2052	22665
74425	-11073	2099	22665
74426	-11091	2109	22665
74427	-11130	2127	22665
74428	-11165	2065	22665
74429	-11166	2037	22665
74430	-10646	2041	22666
74431	-10628	2053	22666
74432	-10640	2071	22666
74433	-10691	2135	22666
74434	-10737	2188	22666
74435	-10793	2074	22666
74436	-10791	2053	22666
74437	-10666	2042	22666
74438	-11411	1791	22667
74439	-11337	1834	22667
74440	-11380	1828	22667
74441	-11405	1808	22667
74442	-11038	2020	22668
74443	-11010	2031	22668
74444	-11003	2052	22668
74445	-11073	2099	22668
74446	-11091	2109	22668
74447	-11130	2127	22668
74448	-11165	2065	22668
74449	-11166	2037	22668
74450	-11407	1966	22669
74451	-10278	1345	22670
74452	-10253	1355	22670
74453	-10261	1392	22670
74454	-10291	1407	22670
74455	-10323	1420	22670
74456	-10326	1389	22670
74457	-10313	1353	22670
74458	-10179	1878	22671
74459	-10161	1922	22671
74460	-10171	1936	22671
74461	-10206	1906	22671
74462	-10206	1891	22671
74463	-10959	1406	22672
74464	-10933	1458	22672
74465	-10950	1486	22672
74466	-11030	1564	22672
74467	-11046	1538	22672
74468	-11065	1409	22672
74469	-10753	1658	22673
74470	-10747	1658	22673
74471	-10727	1659	22673
74472	-10672	1715	22673
74473	-10655	1733	22673
74474	-10639	1755	22673
74475	-10640	1761	22673
74476	-10655	1792	22673
74477	-10752	1712	22673
74478	-10756	1664	22673
74479	-11114	1664	22674
74480	-11150	1794	22674
74481	-11197	1757	22674
74482	-11166	1709	22674
74483	-9861	1274	22675
74484	-9816	1295	22675
74485	-9821	1421	22675
74486	-9851	1455	22675
74487	-9945	1474	22675
74488	-9988	1479	22675
74489	-10029	1483	22675
74490	-10042	1387	22675
74491	-9882	1286	22675
74492	-11258	1506	22676
74493	-11252	1582	22676
74494	-11253	1650	22676
74495	-11278	1719	22676
74496	-11340	1737	22676
74497	-11282	1545	22676
74498	-10345	1551	22677
74499	-10323	1587	22677
74500	-10352	1589	22677
74501	-10377	1578	22677
74502	-11243	1152	22678
74503	-11112	1172	22678
74504	-11102	1193	22678
74505	-11223	1393	22678
74506	-11248	1400	22678
74507	-11300	1384	22678
74508	-11246	1157	22678
74509	-10429	1898	22679
74510	-10405	1907	22679
74511	-10403	1938	22679
74512	-10466	1971	22679
74513	-10556	2007	22679
74514	-10570	2004	22679
74515	-10592	1995	22679
74516	-10530	1940	22679
74517	-10730	1832	22680
74518	-10716	1854	22680
74519	-10749	1895	22680
74520	-10767	1854	22680
74521	-10491	1215	22681
74522	-10456	1315	22681
74523	-10470	1345	22681
74524	-10486	1379	22681
74525	-10511	1351	22681
74526	-10516	1315	22681
74527	-10503	1245	22681
74528	-10636	1127	22682
74529	-10532	-1213	22683
74534	-10509	1045	22685
74535	-10565	355	22686
74536	-10472	398	22686
74537	-10476	423	22686
74538	-10481	451	22686
74539	-10548	444	22686
74540	-10576	435	22686
74541	-10586	394	22686
74542	-10582	362	22686
74543	-10497	175	22687
74544	-10467	177	22687
74545	-10444	222	22687
74546	-10495	256	22687
74547	-10550	278	22687
74548	-10585	277	22687
74549	-10584	251	22687
74550	-10581	226	22687
74551	-10741	-1381	22688
74552	-10733	-1355	22688
74553	-10753	-1305	22688
74554	-10790	-1307	22688
74555	-10830	-1315	22688
74556	-10825	-1357	22688
74557	-10810	-1370	22688
74558	-10517	-1159	22689
74559	-10283	74	22690
74560	-10517	-1159	22691
74561	-10283	74	22692
74562	-10552	-1109	22693
74563	-2649	-2459	22694
74564	9634	2496	22695
74565	-10732	337	22696
74566	-10330	623	22697
74567	-10283	74	22698
74568	-10509	1045	22699
74569	-11327	1539	22700
74570	-11343	1531	22701
74571	-9383	-3082	22702
74572	-9219	-2222	22703
74573	-6353	159	22704
74574	-6322	214	22704
74575	-6303	270	22704
74576	-6323	322	22704
74577	-6358	360	22704
74578	-6384	384	22704
74579	-6429	384	22704
74580	-6441	337	22704
74581	-6423	235	22704
74582	-6248	517	22705
74583	-6217	613	22705
74584	-6186	778	22705
74585	-6245	842	22705
74586	-6322	841	22705
74587	-6419	818	22705
74588	-6484	616	22705
74589	-6319	519	22705
74590	-6361	203	22706
74591	-6299	243	22706
74592	-6340	359	22706
74593	-6390	436	22706
74594	-6437	396	22706
74595	-6404	236	22706
74596	-6270	456	22707
74597	-6247	464	22707
74598	-6238	490	22707
74599	-6186	778	22707
74600	-6245	842	22707
74601	-6322	841	22707
74602	-6419	818	22707
74603	-6484	616	22707
74604	-6286	459	22707
74605	-6217	339	22708
74606	-8621	744	22709
74611	-10991	-984	22711
74612	-10961	-981	22711
74613	-10908	-963	22711
74614	-10902	-938	22711
74615	-10906	-918	22711
74616	-10910	-904	22711
74617	-10984	-818	22711
74618	-11020	-784	22711
74619	-11111	-940	22711
74620	-11111	-977	22711
74621	-11076	-982	22711
74622	-10553	-984	22712
74623	-10484	-976	22712
74624	-10413	-916	22712
74625	-10315	-816	22712
74626	-10615	-752	22712
74627	-10650	-786	22712
74628	-10647	-846	22712
74629	-10610	-982	22712
74630	-10582	-1200	22713
74632	-10582	-1321	22715
74633	-10786	-1381	22716
74635	-9466	74	22718
74636	-11005	-1351	22719
74637	-10582	-1321	22720
74638	-9553	-728	22721
74639	-6204	215	22722
74640	-6150	284	22722
74641	-6161	524	22722
74642	-6445	692	22722
74643	-6509	621	22722
74644	-6448	417	22722
74645	-6426	357	22722
74646	-6412	334	22722
74647	-6375	294	22722
74648	-6215	328	22723
74649	-9122	-3308	22724
74650	-9219	-2222	22725
74652	-6515	633	22727
74653	-6367	750	22727
74654	-6350	767	22727
74655	-6367	812	22727
74656	-6414	800	22727
74657	-6531	683	22727
74658	-6566	295	22728
74659	-6505	296	22728
74660	-6481	320	22728
74661	-6469	360	22728
74662	-6451	464	22728
74663	-6448	531	22728
74664	-6482	534	22728
74665	-6501	518	22728
74666	-6538	476	22728
74667	-6603	395	22728
74668	-6603	387	22728
74669	-6363	567	22729
74670	-6280	417	22730
74671	-6128	481	22730
74672	-6082	513	22730
74673	-6081	549	22730
74674	-6148	783	22730
74675	-6192	882	22730
74676	-6350	844	22730
74677	-6384	817	22730
74678	-6447	747	22730
74679	-6481	585	22730
74680	-6222	689	22731
74681	-9852	918	22732
74722	-11850	15	22742
74745	-11314	-203	22753
74746	-4738	-3264	22754
74747	-11567	-566	22755
74748	-11635	-90	22756
74749	-11599	-54	22756
74750	-11635	-18	22756
74751	-11671	-54	22756
74752	-14453	501	22757
74753	-11497	-943	22758
74754	-11488	-923	22758
74755	-11512	-915	22758
74756	-11457	-838	22759
74757	-11437	-836	22759
74758	-11420	-798	22759
74759	-11432	-761	22759
74760	-11450	-765	22759
74761	-11461	-822	22759
74762	-11341	-964	22760
74763	-11332	-950	22760
74764	-11336	-924	22760
74765	-11361	-896	22760
74766	-11418	-884	22760
74767	-11456	-926	22760
74768	-11426	-950	22760
74769	-11337	-966	22761
74770	-11297	-207	22762
74771	-11486	-784	22763
74772	-11486	-953	22764
74773	-11405	-816	22764
74774	-11468	-578	22764
74775	-11584	-551	22764
74776	-11682	-584	22764
74777	-11714	-716	22764
74778	-11522	-940	22764
74780	-11582	-618	45491
74781	-11320	-193	22766
74782	-12343	-1157	22767
74783	-11983	340	22768
74784	-12141	641	22769
74785	-11680	756	22770
74786	-11549	645	22771
74787	-11320	-193	22772
74789	-12878	-884	22774
74790	-12584	-818	22774
74791	-12482	-786	22774
74792	-12449	-751	22774
74793	-12584	-485	22774
74794	-12659	-451	22774
74795	-12712	-454	22774
74796	-13055	-539	22774
74797	-13106	-560	22774
74798	-13086	-771	22774
74799	-13055	-844	22774
74800	-12938	-871	22774
74801	-14450	498	22775
74802	-14453	501	22776
74803	958	-1419	22777
74804	-9080	823	22778
74805	-11983	-814	22779
74806	-11852	-617	22779
74807	-11850	-551	22779
74808	-11958	-485	22779
74809	-12115	-484	22779
74810	-12150	-484	22779
74811	-12181	-546	22779
74812	-12183	-682	22779
74813	-12182	-748	22779
74814	-14450	498	22780
74815	-11199	1471	22781
74816	-11127	1477	22781
74817	-11115	1479	22781
74818	-11083	1520	22781
74819	-11089	1532	22781
74820	-11174	1637	22781
74821	-11242	1667	22781
74822	-11258	1655	22781
74823	-11262	1644	22781
74824	-11276	1529	22781
74825	-11277	1506	22781
74826	-11250	1476	22781
74827	-10505	1033	22782
74828	-11297	-207	22783
74829	3276	-593	22784
74830	3566	-374	22784
74831	3208	-18	22784
74832	3006	-43	22784
74833	2939	-78	22784
74834	2895	-104	22784
74835	3165	-529	22784
74836	3001	-478	22785
74853	-6151	-2953	22788
74854	-6158	-2951	22789
74855	-6153	-2949	22790
74856	-5843	-2635	22791
74857	-6502	305	22792
74858	-6566	295	22793
74863	-9284	-2298	22795
74864	-1345	-4048	22796
74865	-10991	-984	22797
74866	-10961	-981	22797
74867	-10908	-963	22797
74868	-10902	-938	22797
74869	-10906	-918	22797
74870	-10910	-904	22797
74871	-11057	-798	22797
74872	-11073	-801	22797
74873	-11087	-820	22797
74874	-11111	-940	22797
74875	-11111	-977	22797
74876	-11076	-982	22797
74877	-10553	-984	22798
74878	-10416	-849	22798
74879	-10385	-816	22798
74880	-10429	-789	22798
74881	-10517	-783	22798
74882	-10578	-849	22798
74883	-10610	-982	22798
74884	-10582	-1200	22799
74885	-10987	-1149	22800
74886	-10956	-1148	22800
74887	-10952	-1118	22800
74888	-11001	-1085	22800
74889	-11056	-1115	22800
74890	-11021	-1148	22800
74891	-11164	-873	22801
74892	-11142	-860	22801
74893	-11172	-812	22801
74894	-11187	-819	22801
74895	-11197	-831	22801
74896	-11208	-860	22801
74897	-11231	-883	22802
74898	-11222	-883	22802
74899	-11164	-873	22802
74900	-11142	-860	22802
74901	-11172	-812	22802
74902	-11187	-819	22802
74903	-11197	-831	22802
74904	-11114	-1172	22803
74905	-11065	-1138	22803
74906	-11104	-1118	22803
74907	-11139	-1154	22803
74908	-11149	-1166	22803
74909	-10582	-1200	22804
74910	-10599	-1200	22805
74911	-5794	-2971	22806
74912	-5775	-2906	22806
74913	-5783	-2882	22806
74914	-5794	-2851	22806
74915	-5822	-2811	22806
74916	-5828	-2809	22806
74917	-5972	-2846	22806
74918	-5976	-2859	22806
74919	-5960	-2896	22806
74920	-5896	-2962	22806
74921	-5579	-2785	22807
74922	-5386	-2783	22807
74923	-5349	-2734	22807
74924	-5382	-2706	22807
74925	-5542	-2721	22807
74926	-5794	-2971	22808
74927	-5775	-2906	22808
74928	-5783	-2882	22808
74929	-5794	-2851	22808
74930	-5822	-2811	22808
74931	-5828	-2809	22808
74932	-5972	-2846	22808
74933	-5976	-2859	22808
74934	-5960	-2896	22808
74935	-5896	-2962	22808
74936	-5579	-2785	22809
74937	-5386	-2783	22809
74938	-5349	-2734	22809
74939	-5382	-2706	22809
74940	-5542	-2721	22809
74941	-5833	-2603	22810
74942	-10574	-1127	22811
74943	-10016	-482	22812
74944	-10017	-421	22812
74945	-10128	350	22812
74946	-10149	386	22812
74947	-10224	510	22812
74948	-10250	548	22812
74949	-10250	483	22812
74950	-10214	-14	22812
74951	-10084	-350	22812
74952	-10084	-350	22813
74953	-10083	-283	22813
74954	-10083	-216	22813
74955	-10183	416	22813
74956	-10226	485	22813
74957	-10317	548	22813
74958	-10247	-50	22813
74959	-10182	-184	22813
74960	-10316	625	22814
74961	-10560	-1152	22815
74962	-10395	340	22816
74963	-10560	-1152	22817
74964	-10566	-1208	22818
74965	-10330	623	22819
74966	-10240	355	22820
74967	1528	311	22821
74968	-6222	689	22822
74969	-6363	567	22823
74970	2311	-2555	22824
74971	4426	1730	22825
74972	4446	1834	22825
74973	4322	1918	22825
74974	4308	1920	22825
74975	4252	1904	22825
74976	4222	1851	22825
74977	4238	1822	22825
74978	4316	1749	38239
74979	4328	1758	38239
74980	4280	1785	38239
74981	-6028	-2824	22826
74982	-5985	-2807	22826
74983	-5975	-2795	22826
74984	-5981	-2765	22826
74985	-5986	-2763	22826
74986	-6061	-2751	22826
74987	-6068	-2753	22826
74988	-6086	-2771	22826
74989	-6089	-2775	22826
74990	-6101	-2794	22826
74991	-6099	-2800	22826
74992	-4923	-3408	22827
74993	-4917	-3402	22827
74994	-4848	-3314	22827
74995	-4884	-3283	22827
74996	-4983	-3383	22827
74997	-6054	-3018	22828
74998	-5918	-3008	22828
74999	-5990	-2938	22828
75000	-6141	-2898	22828
75001	-6159	-2959	22828
75002	-6114	-2995	22828
75003	-6028	-2824	22829
75004	-5985	-2807	22829
75005	-5975	-2795	22829
75006	-5981	-2765	22829
75007	-5986	-2763	22829
75008	-6061	-2751	22829
75009	-6068	-2753	22829
75010	-6086	-2771	22829
75011	-6089	-2775	22829
75012	-6101	-2794	22829
75013	-6099	-2800	22829
75014	-4923	-3408	22830
75015	-4917	-3402	22830
75016	-4848	-3314	22830
75017	-4884	-3283	22830
75018	-4983	-3383	22830
75019	-6054	-3018	22831
75020	-5918	-3008	22831
75021	-5990	-2938	22831
75022	-6109	-2909	22831
75023	-6125	-2923	22831
75024	-6159	-2959	22831
75025	-6114	-2995	22831
75026	-5893	-2643	22832
75027	1528	311	22833
75028	1443	392	22834
75029	-9663	694	22835
75030	-10732	337	22836
75031	-3415	-2550	22837
75032	-3384	-2545	22837
75033	-3250	-2150	22837
75034	-3246	-2086	22837
75035	-3442	-2020	22837
75036	-3475	-2331	22837
75037	-3482	-2417	22837
75038	-3484	-2450	22837
75039	-3477	-2481	22837
75040	-3639	-2595	22838
75041	-3374	-2473	22838
75042	-3309	-2273	22838
75043	-3415	-2274	22838
75044	-3553	-2449	22838
75045	-3637	-2575	22839
75048	-7187	-3839	22840
75049	-9444	-2238	22841
75050	-10685	515	22842
75051	-10617	515	22842
75052	-10418	581	22842
75053	-10452	618	22842
75054	-10519	612	22842
75055	-10816	573	22842
75056	-10814	518	22842
75057	-10752	516	22842
75062	-10984	420	22844
75063	-10949	444	22844
75064	-10912	472	22844
75065	-10915	555	22844
75066	-10953	517	22844
75067	-10983	482	22844
75068	-10923	-385	22845
75101	2311	-2555	22852
75102	-9297	-2944	22853
75103	-9553	-728	22854
